id_empreendimento,data_inicio_empreendimento,data_fim_empreendimento,finalidade,atividade,modalidade,produto,variedade,cesta_safra,zoneamento,unidade_medida,unidade_medida_previsao_producao,consorcio,cedula_mae,id_tipo_cultura
12018888000002,2020-01-07,,custeio,agricola,lavoura,citronela (cymbopogon nardus),nao se aplica,ano civil / ano de exploracao,nao zoneado,hectare,tonelada,nao consorciado,0,2
